uid,fraud,ftype,risk_score,risk_cat,email_len,email_num_ratio,email_rand,disp_email,phone_score,uniq_dev,max_acc_dev,uniq_addr,max_acc_addr,uniq_pay,max_acc_pay,promo_ratio,reg2txn_min,newuser_voucher,txn_f1m,amt_f1m,avg_amt1m,promo_f1m,voucher_f1m,txn_f2m,amt_f2m,avg_amt2m,promo_f2m,voucher_f2m,txn_f3m,amt_f3m,avg_amt3m,promo_f3m,voucher_f3m,txn_f4m,amt_f4m,avg_amt4m,promo_f4m,voucher_f4m,txn_f5m,amt_f5m,avg_amt5m,promo_f5m,voucher_f5m,txn_f6m,amt_f6m,avg_amt6m,promo_f6m,voucher_f6m,max_acc_ip,login_v1h,login_v2h,login_v3h,login_v4h,login_v5h,login_v6h,login_v12h,login_v18h,login_v24h,ref_cnt,ref_ring,degree,comp_size,cluster,shared_ent,shared_device_count,shared_address_count,shared_payment_count,shared_ip_count
USR03347,False,normal,30,Low,16,0.0,2.584962500721156,False,0.12727272727272723,2,2,1,1,1,1,0.3333333333333333,10,1,0,0,0,0,0,0,0,0,0,0,1,995000,995000,0,0,3,2118000,706000,50000,1,3,2118000,706000,50000,1,3,2118000,706000,50000,1,98,0,0,0,0,0,0,1,1,1,0,0.0,76,9979,77,76,2,0,0,74
USR03348,False,normal,15,Low,24,0.45454545454545453,3.277613436819116,True,0.46363636363636357,1,2,1,1,1,1,0.75,733,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,375500,187750,10000,1,4,2301500,575375,70000,3,94,0,0,0,0,0,0,0,2,2,1,0.0,184,9979,185,189,1,0,0,188
USR03349,True,shared_address_abuse,30,Low,20,0.0,2.9219280948873623,False,0.24545454545454543,1,2,1,5,1,1,0.7142857142857143,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,106000,106000,0,0,7,1903500,271928,70000,5,7,1903500,271928,70000,5,93,0,0,0,0,0,0,3,3,3,0,0.0,573,9979,574,605,1,4,0,600
USR03350,True,referral_abuse,30,Low,23,0.0,2.873140679513133,False,0.2545454545454545,1,2,1,1,1,1,1.0,1666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,398000,199000,60000,2,100,1,1,1,2,2,2,3,3,5,3,6.0,383,9979,384,406,1,0,0,405
USR03351,True,shared_address_abuse,45,Medium,20,0.0,2.6464393446710153,False,0.21818181818181817,1,2,1,5,1,1,1.0,28,2,0,0,0,0,0,5,3787500,757500,100000,5,5,3787500,757500,100000,5,5,3787500,757500,100000,5,5,3787500,757500,100000,5,5,3787500,757500,100000,5,97,0,1,1,1,2,2,2,2,3,0,0.0,301,9979,302,306,1,4,0,301
USR03352,True,voucher_farming,40,Medium,24,0.45454545454545453,3.459431618637298,True,0.24545454545454543,1,2,1,1,1,1,0.8333333333333334,912,5,0,0,0,0,0,0,0,0,0,0,6,1709500,284916,250000,5,6,1709500,284916,250000,5,6,1709500,284916,250000,5,6,1709500,284916,250000,5,105,0,0,0,0,0,0,1,1,1,0,0.0,170,9979,171,177,1,0,0,176
USR03353,True,shared_device_abuse,45,Medium,19,0.0,2.807354922057604,False,0.1909090909090909,1,5,1,1,1,1,0.6666666666666666,5,0,0,0,0,0,0,0,0,0,0,0,2,656500,328250,20000,2,6,2706000,451000,40000,4,6,2706000,451000,40000,4,6,2706000,451000,40000,4,98,0,0,0,0,0,0,0,0,13,0,0.0,295,9979,296,299,4,0,0,295
USR03354,False,normal,45,Medium,24,0.45454545454545453,3.277613436819116,True,0.37272727272727274,2,3,1,1,1,1,0.0,17,0,0,0,0,0,0,1,1366000,1366000,0,0,1,1366000,1366000,0,0,1,1366000,1366000,0,0,1,1366000,1366000,0,0,1,1366000,1366000,0,0,100,0,0,0,0,0,0,1,1,2,0,0.0,195,9979,196,198,3,0,0,195
USR03355,False,normal,30,Low,23,0.0,3.0269868333592873,False,0.1545454545454545,1,2,1,1,1,1,1.0,257,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,888000,888000,50000,1,1,888000,888000,50000,1,1,888000,888000,50000,1,108,0,0,0,0,0,0,0,1,1,0,0.0,152,9979,153,153,1,0,0,152
USR03356,False,normal,30,Low,23,0.5,3.1219280948873624,True,0.2545454545454545,1,2,1,1,1,1,1.0,1000,1,0,0,0,0,0,0,0,0,0,0,1,192000,192000,50000,1,1,192000,192000,50000,1,1,192000,192000,50000,1,1,192000,192000,50000,1,116,0,0,0,0,0,0,3,3,3,0,0.0,254,9979,255,260,1,0,0,259
USR03357,True,shared_device_abuse,45,Medium,24,0.0,2.9780948881692613,False,0.3090909090909091,1,3,1,1,1,1,1.0,14564,1,0,0,0,0,0,0,0,0,0,0,1,179000,179000,50000,1,1,179000,179000,50000,1,1,179000,179000,50000,1,1,179000,179000,50000,1,92,1,2,2,2,2,2,3,3,3,0,0.0,250,9979,251,255,2,0,0,253
USR03358,False,normal,45,Medium,19,0.0,2.725480556997868,False,0.34545454545454546,2,3,1,1,1,1,1.0,407,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,67500,67500,50000,1,108,0,0,0,0,0,0,1,1,1,1,0.0,160,9979,161,161,3,0,0,158
USR03359,True,voucher_farming,15,Low,24,0.45454545454545453,3.277613436819116,True,0.1909090909090909,1,2,1,1,1,1,0.0,1126,0,0,0,0,0,0,1,19500,19500,0,0,1,19500,19500,0,0,1,19500,19500,0,0,1,19500,19500,0,0,1,19500,19500,0,0,87,0,0,0,0,0,0,1,1,1,0,0.0,1,9979,2,1,1,0,0,0
USR03360,False,normal,15,Low,23,0.45454545454545453,2.9139770731827523,True,0.12727272727272723,1,2,1,1,1,1,0.6666666666666666,172,1,0,0,0,0,0,2,2670500,1335250,10000,1,3,6090000,2030000,60000,2,3,6090000,2030000,60000,2,3,6090000,2030000,60000,2,3,6090000,2030000,60000,2,100,0,0,0,0,0,1,2,2,2,0,0.0,108,9979,109,110,1,0,0,109
USR03361,False,normal,30,Low,17,0.2857142857142857,2.807354922057604,False,0.21818181818181817,1,2,1,1,1,1,1.0,2349,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25000,25000,25000,1,1,25000,25000,25000,1,1,25000,25000,25000,1,92,0,0,0,0,0,0,1,1,1,0,0.0,60,9979,61,60,1,0,0,59
USR03362,False,normal,30,Low,26,0.0,3.2359263506290334,False,0.46363636363636357,1,2,1,1,1,1,1.0,591,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1231000,1231000,50000,1,1,1231000,1231000,50000,1,105,0,0,0,0,0,0,1,2,3,0,0.0,52,9979,53,52,1,0,0,51
USR03363,True,shared_device_abuse,70,High,24,0.0,3.3248629576173574,False,0.3181818181818182,1,3,1,1,1,1,0.8333333333333334,0,3,0,0,0,0,0,0,0,0,0,0,6,4899500,816583,90000,5,6,4899500,816583,90000,5,6,4899500,816583,90000,5,6,4899500,816583,90000,5,84,0,0,0,0,0,0,2,2,3,0,0.0,141,9979,142,142,2,0,0,140
USR03364,False,normal,45,Medium,20,0.0,2.9219280948873623,False,0.2818181818181818,2,2,1,1,1,1,1.0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1710500,1710500,50000,1,1,1710500,1710500,50000,1,92,0,0,0,0,0,0,0,1,1,0,0.0,128,9979,129,130,2,0,0,128
USR03365,True,shared_payment_abuse,30,Low,23,0.0,2.7321588913645702,False,0.43636363636363634,1,2,1,1,1,5,0.75,7,0,0,0,0,0,0,4,1017000,254250,50000,3,4,1017000,254250,50000,3,4,1017000,254250,50000,3,4,1017000,254250,50000,3,4,1017000,254250,50000,3,88,0,0,0,0,0,0,0,0,16,0,0.0,453,9979,454,466,1,0,4,461
USR03366,False,normal,45,Medium,19,0.2857142857142857,2.5216406363433186,False,0.1909090909090909,1,3,1,1,1,1,0.3333333333333333,9,0,1,460500,460500,10000,1,3,1556500,518833,10000,1,3,1556500,518833,10000,1,3,1556500,518833,10000,1,3,1556500,518833,10000,1,3,1556500,518833,10000,1,105,1,1,1,1,1,1,1,1,1,0,0.0,114,9979,115,114,2,0,0,112
USR03367,False,normal,30,Low,25,0.0,3.180832987205441,False,0.3818181818181818,1,2,1,1,1,1,0.0,6,0,0,0,0,0,0,0,0,0,0,0,1,93000,93000,0,0,1,93000,93000,0,0,1,93000,93000,0,0,1,93000,93000,0,0,107,0,0,0,0,0,1,1,1,2,0,0.0,195,9979,196,197,1,0,0,196
USR03368,False,normal,15,Low,18,0.3333333333333333,1.9182958340544893,False,0.3090909090909091,1,2,1,1,1,1,0.0,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,807500,807500,0,0,1,807500,807500,0,0,1,807500,807500,0,0,109,0,0,0,0,0,0,0,1,1,0,0.0,222,9979,223,223,1,0,0,222
USR03369,False,normal,15,Low,20,0.2,2.8464393446710154,False,0.1909090909090909,1,2,1,1,1,1,0.6666666666666666,1875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,777000,388500,10000,1,3,5800000,1933333,60000,2,3,5800000,1933333,60000,2,95,0,0,0,0,0,1,1,1,1,0,0.0,100,9979,101,100,1,0,0,99
USR03370,True,referral_abuse,30,Low,17,0.0,2.807354922057604,False,0.2818181818181818,1,2,1,1,1,1,0.6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3043000,608600,50000,3,124,0,0,0,0,0,0,0,0,13,3,0.0,367,9979,368,381,1,0,0,380
USR03371,True,shared_device_abuse,45,Medium,20,0.0,2.721928094887362,False,0.34545454545454546,1,3,1,1,1,1,0.14285714285714285,1,0,0,0,0,0,0,0,0,0,0,0,7,6997000,999571,10000,1,7,6997000,999571,10000,1,7,6997000,999571,10000,1,7,6997000,999571,10000,1,101,0,0,0,0,0,0,1,3,4,0,0.0,251,9979,252,256,2,0,0,254
USR03372,True,shared_address_abuse,45,Medium,25,0.0,3.0269868333592873,False,0.21818181818181817,1,2,1,5,1,1,1.0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,731000,243666,80000,3,3,731000,243666,80000,3,101,0,0,0,0,0,0,1,3,4,0,0.0,104,9979,105,104,1,4,0,99
USR03373,False,normal,15,Low,16,0.0,2.584962500721156,False,0.3181818181818182,2,2,1,1,1,1,0.5,273,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1215500,1215500,0,0,4,3016500,754125,60000,2,102,0,0,0,0,0,0,1,1,1,1,0.0,187,9979,188,194,2,0,0,192
USR03374,False,normal,30,Low,22,0.0,2.688721875540867,False,0.37272727272727274,1,2,1,1,1,1,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,366000,366000,0,0,100,0,0,0,0,0,0,1,1,2,1,0.0,188,9979,189,191,1,0,0,190
USR03375,False,normal,30,Low,24,0.0,3.0220552088742,False,0.34545454545454546,2,2,1,1,1,1,1.0,1698,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1312000,1312000,50000,1,1,1312000,1312000,50000,1,1,1312000,1312000,50000,1,106,0,0,0,0,0,0,1,1,1,0,0.0,38,9979,39,38,2,0,0,36
USR03376,False,normal,15,Low,20,0.0,2.75,False,0.24545454545454543,1,2,1,1,1,1,0.5,1948,1,0,0,0,0,0,0,0,0,0,0,1,399000,399000,10000,1,3,750500,250166,10000,1,4,3401000,850250,60000,2,4,3401000,850250,60000,2,98,0,0,0,0,0,0,1,1,1,0,0.0,71,9979,72,71,1,0,0,70
USR03377,False,normal,15,Low,17,0.2857142857142857,2.5216406363433186,False,0.2545454545454545,1,2,1,1,1,1,0.4,945,1,1,1626000,1626000,10000,1,2,3112000,1556000,30000,2,4,5966500,1491625,30000,2,5,7415500,1483100,30000,2,5,7415500,1483100,30000,2,5,7415500,1483100,30000,2,103,0,0,0,0,0,0,1,1,2,0,0.0,282,9979,283,288,1,0,0,287
USR03378,False,normal,15,Low,22,0.5555555555555556,2.94770277922009,True,0.3090909090909091,1,2,1,1,1,1,0.0,491,0,0,0,0,0,0,1,1178000,1178000,0,0,1,1178000,1178000,0,0,1,1178000,1178000,0,0,1,1178000,1178000,0,0,1,1178000,1178000,0,0,93,0,0,0,0,0,0,1,1,1,0,0.0,215,9979,216,217,1,0,0,216
USR03379,False,normal,15,Low,16,0.3333333333333333,2.584962500721156,False,0.34545454545454546,1,2,1,1,1,1,0.4,700,0,5,11667500,2333500,40000,2,5,11667500,2333500,40000,2,5,11667500,2333500,40000,2,5,11667500,2333500,40000,2,5,11667500,2333500,40000,2,5,11667500,2333500,40000,2,91,2,2,2,2,2,2,2,2,2,0,0.0,155,9979,156,155,1,0,0,154
USR03380,False,normal,15,Low,17,0.0,2.5216406363433186,False,0.1909090909090909,2,2,1,1,1,1,0.0,898,0,0,0,0,0,0,0,0,0,0,0,1,788000,788000,0,0,1,788000,788000,0,0,1,788000,788000,0,0,1,788000,788000,0,0,103,1,1,1,1,1,1,2,2,2,0,0.0,183,9979,184,185,2,0,0,183
USR03381,False,normal,15,Low,19,0.2222222222222222,3.169925001442312,False,0.12727272727272723,1,2,1,1,1,1,0.6666666666666666,454,1,0,0,0,0,0,0,0,0,0,0,1,132000,132000,0,0,3,912500,304166,70000,2,3,912500,304166,70000,2,3,912500,304166,70000,2,106,0,0,0,0,0,0,1,2,2,0,0.0,153,9979,154,154,1,0,0,153
USR03382,False,normal,30,Low,19,0.2222222222222222,2.725480556997868,False,0.3181818181818182,2,2,1,1,1,1,1.0,1429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,385500,385500,50000,1,1,385500,385500,50000,1,1,385500,385500,50000,1,89,0,0,0,0,0,0,0,1,1,0,0.0,86,9979,87,86,2,0,0,84
USR03383,False,normal,30,Low,18,0.0,2.75,False,0.3181818181818182,1,2,1,1,1,1,1.0,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,752500,752500,50000,1,1,752500,752500,50000,1,92,0,0,0,0,0,0,1,1,1,0,0.0,153,9979,154,155,1,0,0,154
USR03384,False,normal,30,Low,24,0.36363636363636365,2.9139770731827523,True,0.2818181818181818,1,2,1,1,1,1,0.0,5,0,0,0,0,0,0,0,0,0,0,0,1,373000,373000,0,0,1,373000,373000,0,0,1,373000,373000,0,0,1,373000,373000,0,0,108,0,0,0,0,0,1,2,2,2,0,0.0,184,9979,185,187,1,0,0,186
USR03385,True,referral_abuse,30,Low,23,0.15384615384615385,2.9312089489103235,False,0.37272727272727274,1,2,1,1,1,1,1.0,1230,2,0,0,0,0,0,0,0,0,0,0,3,231000,77000,80000,3,3,231000,77000,80000,3,3,231000,77000,80000,3,3,231000,77000,80000,3,92,0,0,0,0,0,0,0,0,9,0,0.0,202,9979,203,206,1,0,0,205
USR03386,True,referral_abuse,15,Low,25,0.0,2.6565647621309543,False,0.34545454545454546,1,2,1,1,1,1,0.75,760,1,0,0,0,0,0,0,0,0,0,0,1,510000,510000,0,0,4,4227500,1056875,90000,3,4,4227500,1056875,90000,3,4,4227500,1056875,90000,3,102,6,6,6,6,6,6,6,6,10,0,0.0,488,9979,489,511,1,0,0,510
USR03387,False,normal,30,Low,24,0.0,2.918295834054489,False,0.1909090909090909,1,2,1,1,1,1,1.0,1379,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4651000,4651000,50000,1,1,4651000,4651000,50000,1,1,4651000,4651000,50000,1,92,0,0,0,0,0,0,1,1,1,0,0.0,244,9979,245,250,1,0,0,249
USR03388,False,normal,30,Low,25,0.4166666666666667,3.2516291673878226,True,0.34545454545454546,1,2,1,1,1,1,1.0,1046,1,1,143000,143000,50000,1,1,143000,143000,50000,1,1,143000,143000,50000,1,1,143000,143000,50000,1,1,143000,143000,50000,1,1,143000,143000,50000,1,107,5,5,5,5,5,5,5,5,5,0,0.0,122,9979,123,124,1,0,0,123
USR03389,False,normal,15,Low,25,0.5,3.121928094887362,True,0.2818181818181818,1,2,1,1,1,1,0.2,1263,0,4,3490000,872500,10000,1,5,3886500,777300,10000,1,5,3886500,777300,10000,1,5,3886500,777300,10000,1,5,3886500,777300,10000,1,5,3886500,777300,10000,1,103,8,8,8,8,8,8,8,8,8,0,0.0,220,9979,221,226,1,0,0,225
USR03390,False,normal,45,Medium,21,0.0,1.8910611120726526,False,0.3181818181818182,1,3,1,1,1,1,1.0,908,1,1,806000,806000,50000,1,1,806000,806000,50000,1,1,806000,806000,50000,1,1,806000,806000,50000,1,1,806000,806000,50000,1,1,806000,806000,50000,1,92,5,5,5,5,5,5,5,5,5,0,0.0,100,9979,101,103,2,0,0,101
USR03391,False,normal,30,Low,27,0.0,3.4548223999466066,False,0.34545454545454546,1,2,1,1,1,1,1.0,948,1,0,0,0,0,0,1,177500,177500,50000,1,1,177500,177500,50000,1,1,177500,177500,50000,1,1,177500,177500,50000,1,1,177500,177500,50000,1,101,2,2,2,2,2,2,2,2,2,0,0.0,159,9979,160,161,1,0,0,160
USR03392,False,normal,30,Low,24,0.0,3.521640636343319,False,0.2545454545454545,1,2,1,1,1,1,1.0,1110,1,0,0,0,0,0,0,0,0,0,0,1,3233000,3233000,50000,1,1,3233000,3233000,50000,1,1,3233000,3233000,50000,1,1,3233000,3233000,50000,1,97,0,0,0,0,0,0,1,1,1,0,0.0,147,9979,148,149,1,0,0,148
USR03393,True,voucher_farming,55,Medium,24,0.5555555555555556,2.9477027792200903,True,0.3181818181818182,1,2,1,1,1,1,0.8571428571428571,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5126500,732357,300000,6,7,5126500,732357,300000,6,7,5126500,732357,300000,6,110,0,0,0,0,0,0,0,0,13,0,0.0,338,9979,339,352,1,0,0,351
USR03394,False,normal,15,Low,20,0.0,2.9219280948873623,False,0.39999999999999997,1,2,1,1,1,1,0.0,1527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1021500,1021500,0,0,92,0,0,0,0,0,0,1,1,1,1,0.0,102,9979,103,103,1,0,0,102
USR03395,False,normal,15,Low,25,0.0,3.3927474104487847,False,0.3090909090909091,2,2,1,1,1,1,0.3333333333333333,1870,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1506500,502166,50000,1,3,1506500,502166,50000,1,3,1506500,502166,50000,1,100,0,0,0,0,0,0,1,3,3,0,0.0,197,9979,198,202,2,0,0,200
USR03396,False,normal,30,Low,23,0.36363636363636365,3.2776134368191165,True,0.43636363636363634,1,2,1,1,1,1,1.0,2243,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,191000,191000,50000,1,1,191000,191000,50000,1,105,0,0,0,0,0,0,1,1,1,0,0.0,69,9979,70,69,1,0,0,68
USR03397,False,normal,45,Medium,28,0.0,2.7806390622295662,False,0.2818181818181818,1,2,1,1,1,1,1.0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69000,69000,50000,1,1,69000,69000,50000,1,1,69000,69000,50000,1,109,0,0,0,0,0,0,1,1,1,0,0.0,143,9979,144,143,1,0,0,142
USR03398,False,normal,30,Low,21,0.45454545454545453,2.9139770731827523,False,0.37272727272727274,1,2,1,1,1,1,1.0,526,1,0,0,0,0,0,0,0,0,0,0,1,383000,383000,50000,1,1,383000,383000,50000,1,1,383000,383000,50000,1,1,383000,383000,50000,1,92,0,0,0,0,0,0,1,1,1,0,0.0,35,9979,36,35,1,0,0,34
USR03399,False,normal,30,Low,20,0.0,2.75,False,0.2818181818181818,2,2,1,1,1,1,1.0,1273,1,0,0,0,0,0,0,0,0,0,0,1,293000,293000,50000,1,1,293000,293000,50000,1,1,293000,293000,50000,1,1,293000,293000,50000,1,104,1,1,1,1,1,1,1,1,1,0,0.0,155,9979,156,158,2,0,0,156
USR03400,False,normal,30,Low,20,0.0,2.446439344671015,False,0.34545454545454546,1,2,1,1,1,1,1.0,332,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,185000,185000,50000,1,1,185000,185000,50000,1,1,185000,185000,50000,1,108,0,0,0,0,0,0,1,1,1,0,0.0,83,9979,84,83,1,0,0,82
USR03401,False,normal,15,Low,18,0.25,3.0,False,0.3181818181818182,1,2,1,1,1,1,0.0,1226,0,1,19000,19000,0,0,1,19000,19000,0,0,1,19000,19000,0,0,1,19000,19000,0,0,1,19000,19000,0,0,1,19000,19000,0,0,102,3,3,3,3,3,3,3,3,3,0,0.0,116,9979,117,116,1,0,0,115
USR03402,False,normal,15,Low,19,0.0,2.725480556997868,False,0.24545454545454543,1,2,1,1,1,1,0.0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,655000,655000,0,0,1,655000,655000,0,0,104,0,0,0,0,0,0,2,2,2,0,0.0,416,9979,417,436,1,0,0,435
USR03403,False,normal,30,Low,21,0.45454545454545453,3.277613436819116,False,0.3363636363636363,1,2,1,1,1,1,0.5,16,1,0,0,0,0,0,0,0,0,0,0,1,100500,100500,0,0,2,322000,161000,50000,1,2,322000,161000,50000,1,2,322000,161000,50000,1,98,0,0,0,0,0,0,1,1,1,0,0.0,154,9979,155,157,1,0,0,156
USR03404,True,shared_device_abuse,15,Low,20,0.2,2.446439344671016,False,0.2545454545454545,1,2,1,1,1,1,0.5,199,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154500,154500,0,0,4,1903000,475750,70000,2,92,1,1,1,1,1,1,2,2,3,0,0.0,298,9979,299,301,1,0,0,300
USR03405,False,normal,15,Low,24,0.0,3.09306920777189,False,0.37272727272727274,1,2,1,1,1,1,0.4,631,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1317500,1317500,0,0,1,1317500,1317500,0,0,5,3861000,772200,70000,2,100,0,0,0,0,0,0,1,1,1,1,0.0,214,9979,215,216,1,0,0,215
USR03406,False,normal,15,Low,25,0.0,2.9689185639620974,False,0.34545454545454546,1,2,1,1,1,1,0.75,687,1,0,0,0,0,0,0,0,0,0,0,3,1045000,348333,40000,2,4,1787000,446750,90000,3,4,1787000,446750,90000,3,4,1787000,446750,90000,3,100,0,0,0,0,0,0,1,1,1,0,0.0,1,9979,2,1,1,0,0,0
USR03407,False,normal,15,Low,21,0.0,2.94770277922009,False,0.2545454545454545,2,2,1,1,1,1,0.0,2423,0,0,0,0,0,0,1,73000,73000,0,0,1,73000,73000,0,0,1,73000,73000,0,0,1,73000,73000,0,0,1,73000,73000,0,0,92,2,2,2,2,2,2,2,2,2,0,0.0,111,9979,112,111,2,0,0,109
USR03408,False,normal,30,Low,17,0.0,2.807354922057604,False,0.37,1,2,1,1,1,1,0.0,28,0,2,3055000,1527500,0,0,2,3055000,1527500,0,0,2,3055000,1527500,0,0,2,3055000,1527500,0,0,2,3055000,1527500,0,0,2,3055000,1527500,0,0,100,7,7,7,7,7,7,7,7,7,0,0.0,42,9979,43,42,1,0,0,41
USR03409,False,normal,30,Low,19,0.0,2.5216406363433186,False,0.21818181818181817,1,2,1,1,1,1,1.0,2124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,268500,268500,50000,1,1,268500,268500,50000,1,92,0,0,0,0,0,0,1,1,1,0,0.0,99,9979,100,100,1,0,0,99
USR03410,False,normal,15,Low,22,0.0,3.2516291673878226,False,0.34545454545454546,1,2,1,1,1,1,0.3333333333333333,2471,1,0,0,0,0,0,0,0,0,0,0,1,403000,403000,0,0,3,2708000,902666,50000,1,3,2708000,902666,50000,1,3,2708000,902666,50000,1,100,0,0,0,0,0,0,1,1,1,0,0.0,83,9979,84,83,1,0,0,82
USR03411,True,shared_device_abuse,30,Low,21,0.0,2.7321588913645702,False,0.34545454545454546,1,5,1,1,1,1,0.5,1734,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4408000,4408000,10000,1,6,5195500,865916,70000,3,92,0,0,0,9,9,9,9,9,9,0,0.0,221,9979,222,232,4,0,0,228
USR03412,False,normal,70,High,28,0.0,3.202819531114783,False,0.2818181818181818,1,2,1,1,1,1,1.0,1847,1,1,708500,708500,50000,1,1,708500,708500,50000,1,1,708500,708500,50000,1,1,708500,708500,50000,1,1,708500,708500,50000,1,1,708500,708500,50000,1,93,11,11,11,11,11,11,11,11,11,0,0.0,223,9979,224,227,1,0,0,226
USR03413,False,normal,30,Low,20,0.0,2.75,False,0.5,1,2,1,1,1,1,1.0,2471,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,935500,467750,60000,2,2,935500,467750,60000,2,2,935500,467750,60000,2,105,0,0,0,0,0,0,1,1,1,0,0.0,117,9979,118,118,1,0,0,117
USR03414,True,shared_address_abuse,30,Low,18,0.0,3.0,False,0.37272727272727274,1,2,1,5,1,1,0.5714285714285714,13,0,0,0,0,0,0,0,0,0,0,0,7,10651500,1521642,70000,4,7,10651500,1521642,70000,4,7,10651500,1521642,70000,4,7,10651500,1521642,70000,4,107,0,0,0,0,0,2,19,19,19,0,0.0,512,9979,513,549,1,4,0,544
USR03415,False,normal,30,Low,29,0.0,3.1018812234760182,False,0.37272727272727274,2,2,1,1,1,1,1.0,182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2162500,2162500,50000,1,1,2162500,2162500,50000,1,1,2162500,2162500,50000,1,104,0,0,0,0,0,0,1,2,2,0,0.0,212,9979,213,217,2,0,0,215
USR03416,False,normal,15,Low,20,0.0,2.7219280948873625,False,0.3090909090909091,1,2,1,1,1,1,0.0,832,0,0,0,0,0,0,0,0,0,0,0,1,299000,299000,0,0,1,299000,299000,0,0,1,299000,299000,0,0,1,299000,299000,0,0,101,0,0,0,0,0,0,1,1,1,0,0.0,122,9979,123,123,1,0,0,122
USR03417,True,shared_address_abuse,30,Low,24,0.0,2.8553885422075336,False,0.37272727272727274,1,2,1,5,1,1,1.0,31715,1,0,0,0,0,0,1,514000,514000,50000,1,1,514000,514000,50000,1,1,514000,514000,50000,1,1,514000,514000,50000,1,1,514000,514000,50000,1,87,0,0,0,0,0,0,1,2,3,0,0.0,347,9979,348,353,1,4,0,348
USR03418,False,normal,15,Low,22,0.2,3.121928094887362,False,0.39999999999999997,1,2,1,1,1,1,0.0,1793,0,0,0,0,0,0,1,144500,144500,0,0,1,144500,144500,0,0,1,144500,144500,0,0,1,144500,144500,0,0,1,144500,144500,0,0,105,3,3,3,3,3,3,3,3,3,0,0.0,248,9979,249,251,1,0,0,250
USR03419,False,normal,15,Low,24,0.0,2.4137995646056805,False,0.37,1,2,1,1,1,1,0.0,208,0,0,0,0,0,0,0,0,0,0,0,1,416000,416000,0,0,1,416000,416000,0,0,1,416000,416000,0,0,1,416000,416000,0,0,100,0,0,0,0,0,0,1,2,2,0,0.0,275,9979,276,286,1,0,0,285
USR03420,True,shared_payment_abuse,45,Medium,17,0.2857142857142857,2.807354922057604,False,0.3090909090909091,1,2,1,1,1,5,1.0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5621000,1124200,110000,5,5,5621000,1124200,110000,5,100,1,1,3,3,4,4,5,5,5,0,0.0,491,9979,492,511,1,0,4,506
USR03421,False,normal,15,Low,22,0.0,3.2516291673878226,False,0.2545454545454545,1,2,1,1,1,1,0.4,638,0,5,4570500,914100,30000,2,5,4570500,914100,30000,2,5,4570500,914100,30000,2,5,4570500,914100,30000,2,5,4570500,914100,30000,2,5,4570500,914100,30000,2,97,8,8,8,8,8,8,8,8,8,0,0.0,219,9979,220,221,1,0,0,220
